M&A Deal Number ;Target Name ;Acquiror Name ;Announcement Date ;Deal Status ;Deal Value ;Target Nation ;Target TRBC Economic Sector ;Acquiror Net Sales LTM ;Acquiror EBIT LTM ;Acquiror EBITDA LTM ;Acquiror Pre-tax Income LTM ;Acquiror Net Income LTM ;Acquiror Earnings Per Share LTM ;Acquiror Total Assets ;Currency of Acquiror Financials ;Date of Acquiror Financials ;Net Sales LTM ;EBIT LTM ;EBIT 3 Year Growth (%) ;EBIT 5 Year Growth (%) ;EBITDA LTM ;EBITDA Margin LTM ;Pre-tax Income LTM ;Net Income LTM ;Earnings Per Share LTM ;Cash and Short Term ;Total Assets ;Short Term Debt ;Net Debt ;Total Liabilities ;Total Debt ;Common Equity ;Equity Value at Announcement ;Equity Value at Effective Date ;Enterprise Value at Announcement ;Enterprise Value at Effective Date ;Book Value per Share ;Currency of Target Financials ;Date of Target Financials ;Acquiror Financial Advisor Name ;Acquiror Financial Advisor Assignments ;Acquiror Financial Advisor Credit ;Acquiror Financial Advisor Parent Name ;Acquiror Financial Advisor Fees, Total Amt ;Acquiror Financial Advisor Fees, Total Amt as % of Deal Value ;Acquiror Financial Advisor Imputed Fees Per Advisor ;Acquiror Legal Advisor Name ;Acquiror Legal Advisor Assignments ;Acquiror Legal Advisor Credit ;Target Financial Advisor Name ;Target Financial Advisor Assignments ;Target Financial Advisor Credit ;Target Financial Advisor Parent Name ;Target Financial Advisor Fees, Total Amt ;Target Financial Advisor Fees, Total Amt as % of Deal Value ;Target Financial Advisor Imputed Fees Per Advisor ;Target Legal Advisor Name ;Target Legal Advisor Assignments ;Target Legal Advisor Credit ;Related SDC Deal Number ;Related Deal Type ;Expected Synergy Date ;Status of MMC Ruling ;Target Termination Fee ;Acquiror Termination Fee ;Deal Market Value to EBITDA ;Deal Market Value to EBIT ;Deal Market Value to Pre-tax Income ;Deal Market Value to Net Income ;Deal Enterprise Value to Sales ;Deal Enterprise Value to EBITDA ;Deal Enterprise Value to EBIT ;Deal Enterprise Value to Net Income ;Deal Enterprise Value to Net Assets ;Offer Price to EPS ;Premium % 1 Day Prior to Announcement ;Premium % 1 Week Prior to Announcement ;Premium % 4 Weeks Prior to Announcement ;Investor Group Flag (Y/N) ;Investor Public Status ;Buyside: Financial Sponsor Activity Flag (Y/N) ;Buyside: Soverign Wealth Fund Involvement ;Acquiror Ultimate Parent Primary SIC ;Acquiror Ultimate Parent Macro Industry ;Acquiror Ultimate Parent Mid Industry ;Investor Ultimate Parent SDC Cusip ;Investor Ultimate Parent Names ;Investor Ultimate Parent Public Status ;Effective Date ;Deal Value inc. Net Debt of Target ;Percent of Shares Acquired ;Acquiror Nation ;Acquiror Macro Industry ;Acquiror Mid Industry ;Acquiror Business Description ;Target Macro Industry ;Target Mid Industry ;Target Business Description 
2679076040;Muellverwertung Borsigstrasse GmbH;Stadtreinigung Hamburg;09.09.2014;Completed;86,7;Germany;Energy;483,52;5,1;37,88;8,24;2,71;;471,83;EURO;31.12.2013;79,51;33,68;-4,42;;40,44;0,51;33,65;22,07;;4,15;71,63;;-3,91;9,87;;61,76;101,4;101,4;97,49;97,49;;EURO;31.12.2013;;;;;;;12.657.200;Freshfields Bruckhaus Deringer;Counsel to Acquiror;86.698;Barclays;Advisory;86.698;Barclays;;;14.122.800;"White & Case LLP
Hogan Lovells";"Counsel to Parent
Counsel to Seller";86.698;;;;Bid not referred;;;2,66;3,2;3,2;4,88;1,3;2,56;3,08;4,69;1,68;4,88;;;;N;;N;N;Refuse Systems;Energy and Power;Water and Waste Management;;;;09.09.2014;86,7;85,5;Germany;Energy and Power;Water and Waste Management;Stadtreinigung Hamburg, located in Hamburg, Germany, provides waste management and disposal services. It provides cleaning and hygiene services for the Hamburg city. The company was founded in 1994..;Energy and Power;Alternative Energy Sources;Muellverwertung Borsigstrasse GmbH, located in Hamburg, Germany, provides waste recycling services. It operates also biomass power plant. The company was founded in 1994.
2662608040;PNE WIND AG-Wind Park Leddin IV;KGAL GmbH & Co KG;04.08.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;04.08.2014;;100;Germany;Financials;Alternative Financial Investments;KGAL GmbH & Co. KG, located in Gruenwald, Germany, provides financial services offering structured financing and leasing concepts for the full range of assets from real estate, large equipment, intangible assets such as media, telecommunications equipment, aircraft, ships, movables, to automotive/transportation fleet leasing. The Company also offers funds and asset management services. The Company's asset management services include public funds, private placements, aircraft, real estate, private equity, ships and infrastructure Company's corporate solutions include finance leasing, real estate portfolio management, customized investment management, and financial advisory services. The company was founded in 1968.;Energy and Power;Alternative Energy Sources;Wind Park Leddin IV of PNE WIND AG, located in Brandemburg, Germany.
2662146040;Phoenix Solar AG-European O&M Business;SMA Solar Technology AG;06.08.2014;Completed;;Germany;Energy;1.112,31;-178,26;-52,89;-176,78;-132,21;-3,81;1.560,62;EURO;30.06.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electrical Industrial Apparatus, Not Elsewhere Classified;Energy and Power;Other Energy & Power;;;;04.11.2014;;100;Germany;Energy and Power;Other Energy & Power;SMA Solar Technology AG, located in Niestetal, Germany, manufactures and wholesales grid tied solar powered inverters for photovoltaic plants. The Company is involved in the development and fabrication of system technology for photovoltaic, wind energy and combined power generation plants. It offers its inverters and communication products under the Sunny Boy, Sunny Mini Central, Sunny Tripower, and Sunny Island names. The Company was founded in 1981.;Energy and Power;Alternative Energy Sources;European O&M business of Phoenix Solar AG, located in Germany.
2660049040;aurelis Real Estate GmbH & Co KG-Solar Power Plant;Stadtwerke Dinslaken Solar;01.07.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;01.07.2014;;100;Germany;Energy and Power;Power;Stadtwerke Dinslaken Solar GmbH, located in Dinslaken, Germany, provides electricity distribution services.;Energy and Power;Alternative Energy Sources;Solar Power Plant of aurelis Real Estate GmbH & Co KG, located in Heidenau, Germany.
2659259040;Enertrag AG-Wind Park;Terravent AG;22.07.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;22.07.2014;;100;Switzerland;Financials;Other Financials;Terravent AG is a provider of financial investment services. It invests in European projects for the generation of new renewable energy. The Company was founded in June 2011 and is located in Luzern, Switzerland.;Energy and Power;Alternative Energy Sources;Wind Park of Enertrag AG, located in Rostock, Germany.
2657895040;EnBW Energie Baden-Wuerttemberg AG-Onshore Windfarms;Investor Group;16.07.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;"CMS Cameron McKenna
CMS Hasche Sigle";Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;16.07.2014;;20;Germany;Financials;Other Financials;Investor group;Energy and Power;Alternative Energy Sources;Onshore windfarms of EnBW Energie Baden-Wuerttemberg AG located in Germany. The windfarms generate 156 megawatts of total output and are located at 17 sites across Germany.
2655836040;WindStrom Erneuerbare Energien GmbH & Co KG-Wind Farms(2);Trianel Onshore Windkraftwerke;03.07.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Simpson Thacher & Bartlett;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;03.07.2014;;100;Germany;Energy and Power;Power;Trianel Onshore Windkraftwerke GmbH & Co KG, located in Aachen, Germany, provides electric utility services.;Energy and Power;Alternative Energy Sources;Two Windfarms WindStrom Erneuerbare Energien GmbH & Co KG, located in Germany.
2654008040;Veer Enterprise GmbH;BENZ IMPEX LTD;18.06.2014;Completed;2,5;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;2,5;2,5;2,5;2,5;;-;;;;;;;;0,0395000;;;;;;;;;;0,0485600;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;07.07.2014;2,5;100;Hong Kong;Financials;Other Financials;BENZ IMPEX LTD, located in Hong Kong, Hong Kong, is an investment company.;Energy and Power;Alternative Energy Sources;Veer Enterprise GmbH, located in Stuttgart, Germany, develops and operates wind farms. It provides engineering and construction services.
2652194040;PNE Wind AG-Calau II C,D Wind Farms;Allianz SE;30.06.2014;Completed;;Germany;Energy;137.366,49;19.794,58;21.165,44;13.429,20;8.348,40;18,41;1.009.738,57;EURO;30.06.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Life Insurance;Financials;Insurance;;;;30.06.2014;;100;Germany;Financials;Insurance;Allianz SE, located in Munich, Germany, provides insurance and financial services. The Company's segments include Property-Casualty, Life/Health, Asset Management,Corporate and Other. The Company provides a range of reinsurance coverage, primarily to Allianz insurance entities,well as to third-party customers. Property-Casualty segment offers a range of products and services for both private and corporate clients. Life/Health segment offers a range of life and health insurance products on both an individual and a group basis. Asset Management segment provides institutional and retail asset management products and services to third-party investors, and provides investment management services to the Allianz Group's insurance operations. Corporate and Other segment includes Holding & Treasury, Banking and Alternative Investments. It was founded in December 1985.;Energy and Power;Alternative Energy Sources;Calau II C and D wind farms of PNE Wind AG, located in Germany. They have a combined nominal output of 30.8 MW.
2646818040;Theolia SA-solar power plant;Undisclosed Acquiror;30.05.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;30.05.2014;;100;Unknown;Financials;Brokerage;Unknown;Energy and Power;Alternative Energy Sources;Solar power plant of Theolia SA, located in Merzig-Wadern, Germany.
2645420040;Energiepark Sueptitz GmbH;Investor Group;29.04.2014;Completed;;Germany;Energy;;;;;;;;-;;30,11;;;;;;;;;;;;;;;;;;;;;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;29.04.2014;;100;Germany;Financials;Other Financials;Investor group;Energy and Power;Alternative Energy Sources;Energiepark Sueptitz GmbH, located in Sueptitz, Germany, manufactures alternative energy feedstock. Its primary business is the production, processing and brokering of bio fuel feedstocks including rapeseed, palm oil and wood.
2644308040;Sunways Production GmbH;Bluecell GmbH;03.06.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;03.06.2014;;100;Germany;Energy and Power;Alternative Energy Sources;Bluecell GmbH, located in Arnstadt, Germany, manufactures solar cells. It operate also as a holding company.;Energy and Power;Alternative Energy Sources;Sunways Production GmbH, located in Arnstadt, Germany, manufactures solar cells. The company was found in 2005.
2643433040;HEAG Suedhessische Energie AG-Biogas Plant,Lorsch;Energie Starkenburg;03.06.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;03.06.2014;;100;Germany;Energy and Power;Alternative Energy Sources;Energiegenossenschaft Starkenburg eG, located in Heppenheim, Germany, provides renewable energy services. It was founded in 2010.;Energy and Power;Alternative Energy Sources;Biogas Plant of HEAG Suedhessische Energie AG, located in Lorsch, Germany.
2640984040;MBE Coal & Minerals Technology GmbH;Undisclosed Acquiror;27.05.2014;Completed;2,05;Germany;Energy;;;;;;;;-;;;1,31;;;1,69;;1,13;0,76;;0,08;16,5;2,35;2,24;7,79;2,35;8,71;2,27;2,27;4,51;4,51;;EURO;31.03.2014;;;;;;;;;;;;;;;;;0,0397500;;;;;;;Bid not referred;;;1,36;1,76;2,03;3,03;;2,7;3,5;6,01;0,52;3,03;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;27.05.2014;2,05;90;Unknown;Financials;Brokerage;Unknown;Materials;Metals & Mining;MBE Coal & Minerals Technology GmbH, located in Cologne, Germany provides coal mining services. The company's services include supplying most modern plant and equipment, by realizing modernization and capacity increase of plants or plant sections and, of course, by providing a competent service as to spare parts and after sales service. It also carries out the complete spectrum of inspection, reconditioning, maintenance and consulting for all machinery, plant and equipment
2635704040;Windwaerts Energie GmbH;MVV Energie AG;07.05.2014;Completed;;Germany;Energy;5.395,21;153,88;381,38;184,84;116,5;1,77;6.043,87;EURO;31.03.2014;;2,8;4,56;;3,24;;0,56;0,28;;3,33;40,76;4,35;1,07;15,2;4,35;11,04;;;;;;EURO;31.12.2012;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;National Government;Government and Agencies;National Government;;;;25.09.2014;;100;Germany;Energy and Power;Power;MVV Energie AG, located in Mannheim, Germany, provides public utility services. It supplies electricity, district heating, gas and water. The Company is an operator of energy from waste and biomass plants. It offers range of green electricity products to private, industrial and commercial customers. It also operates as a holding company. The Company was founded in 1998.;Energy and Power;Alternative Energy Sources;Windwaerts Energie GmbH, located in Hannover, Germany, provides alternative energy services. It develops finances and operates wind energy, photovoltaic, and biogas systems farms. The company was founded in 1994.
2633136040;Schueco International KG-Photovoltaics Business;Viessmann Photovoltaik GmbH;09.04.2014;Pending;;Germany;Energy;;;;;;;;-;;200,91;;;;;;;;;;;;;;;;;;;;;EURO;09.04.2014;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Heating Equipment, Except Electric And Warm Air Furnaces;Industrials;Other Industrials;;;;;;;Germany;Energy and Power;Alternative Energy Sources;Viessmann Photovoltaik GmbH, located in Allendorf, Germany, owns and operates a solar power plant. The company was founded in 2011.;Energy and Power;Alternative Energy Sources;Photovoltaics business of Schueco International KG, located in Germany.
2632072040;SECURA Energie GmbH;LichtBlick SE;25.04.2014;Completed;;Germany;Energy;;;;;;;;-;;39,07;-5,9;;;;;-5,87;-5,87;;;13,12;;;11,77;;1,35;;;;;;EURO;30.09.2013;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;31.08.2014;;100;Germany;Energy and Power;Alternative Energy Sources;LichtBlick SE is an alternative energy sources establishment. It operates as a genuine green electricity and green gas provider. The Company was founded in 1998 and is located in Hamburg, Germany.;Energy and Power;Alternative Energy Sources;SECURA Energie GmbH, located in Mannheim, Germany, provides alternative energy services.
2631334040;AVANCIS GmbH-Solar Power Business;Bengbu Design & Research;22.04.2014;Completed;39,59;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;Industrial & Commercial Bank of China Ltd;Advisory;39.588;Industrial & Commercial Bank of China Ltd;;;0,5903300;;;;Lazard;Advisory;39.588;Lazard;;;0,7351600;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Gypsum Products;Materials;Construction Materials;;;;27.08.2014;39,59;100;China;Materials;Construction Materials;Bengbu Design & Research Institute of Glass Industry, located in Bengbu City, China, manufactures building materials. The company was founded in 1953.;Energy and Power;Alternative Energy Sources;Solar power business of AVANCIS GmbH, located in Torgau, Germany.
2629722040;Nordmethan Produktion Koennern Sued GmbH;AC Biogas GmbH;16.04.2014;Completed;;Germany;Energy;;4,3;5,27;-26,01;-26,02;;366,37;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;16.04.2014;;100;Germany;Energy and Power;Alternative Energy Sources;AC Biogas GmbH, located in Muenster, Germany, owns and operates biogas plants in Germany. The company currently has over 60 production facilities in operation or under construction, capable of collectively producing 400 gigawatt hours of electricity per year. Agri capital was founded in 2004.;Energy and Power;Alternative Energy Sources;Nordmethan Produktion Koennern Sued GmbH, located in Koennern, Germany, owns and operates a 7.2 MW biogas plant. The company was founded in 2009.
2626273040;Biogas Melle Betriebs GmbH & Co KG;Huning Maschinenbau GmbH;30.11.2012;Completed;;Germany;Energy;;;;;;;35,86;EURO;31.12.2011;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Advantum Corporate Fin GmbH;Advisory;;Advantum Corporate Fin GmbH;;;0,5000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Conveyors And Conveying Equipment;Industrials;Machinery;;;;30.11.2012;;100;Germany;Industrials;Machinery;Huning Maschinenbau GmbH, located in Melle, Germany, manufactures environmental and biogas machinery. It focuses on transport, deposition and intermediate storage of sewage sludge, biomass and viscous bulk goods. This includes the segments for loading systems, waste water systems, transport systems and screening systems.;Energy and Power;Alternative Energy Sources;Biogas Melle Betriebs GmbH & Co KG, located in Vechta, Germany, owns and operates a biogas plant.
2626242040;PNE WIND AG-Windpark Goerike/Soellenthin;Enbw Energie;04.04.2014;Completed;;Germany;Energy;28.150,59;722,51;1.895,01;-23,15;-134,06;-0,49;54.300,08;EURO;31.03.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric And Other Services Combined;Energy and Power;Power;;;;04.04.2014;;100;Germany;Energy and Power;Power;EnBW Energie Baden-Wurttemberg AG, located in Karlsruhe, Germany, provides power generation and distribution services for electricity, gas and heat. The Company is operating in the energy sector. The core activities of EnBW are divided into three business areas: Electricity, Gas, and Energy and Environmental Services. The Electricity business area is divided into Electricity generation and trading, and Electricity grid and sales divisions. It generates electricity from nuclear power, hydropower, solar power, geothermal energy and wind power, among others. The Gas business area consists of the midstream area, including the import agreements and infrastructure, storage, trading, as well as the downstream area, including the distribution and sales. The Energy and Environmental Services business area includes such areas as thermal and non-thermal disposal, water and other energy related services. The Company also has sales offices and subsidiaries in Germany and throughout central and eastern Europe.It also provides telecommunications, real estate management and investment holding services. The Company was founded in 1997. Its acts as a holding company.;Energy and Power;Alternative Energy Sources;Windpark Goerike/Soellenthin of PNE Wind AG, located in Germany.
2625507040;GeoPro GmbH-Assets;Sierra Hamilton LLC;01.04.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;01.04.2014;;100;United States of America;Energy and Power;Oil & Gas;Sierra Hamilton LLC, located in Midland, Texas, provides outsourced engineering and onsite supervision services to the oil and gas industry. The company was founded in 2013.;Industrials;Building/Construction & Engineering;Assets of GeoPro GmbH, located in Germany.
2620521040;Sunways AG-Solar Inverter&BIPV Business;Shunfeng Photovoltaic Intl Co;30.04.2014;Completed;;Germany;Energy;252,68;2,8;18,27;-297,66;-299,92;-0,18;1.589,58;Chinese Yuan;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Herbert Smith Freehills;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Semiconductors And Related Devices;High Technology;Semiconductors;;;;01.05.2014;;100;China;High Technology;Semiconductors;Shunfeng Photovoltaic International Co Ltd, located in Changzhou, China, manufactures and wholesales semiconductors. The company is engaged in research and development, manufacturing, sale and technical service of crystalline silicon solar cells, ingots, wafers and solar modules.;Energy and Power;Alternative Energy Sources;Solar inverter business and the building-integrated photovoltaics business (BIPV) of Sunways AG, located in Germany.
2620159040;Biogas Soest Betriebs GmbH & Co KG;Orchideen Roehl GbR;31.05.2013;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Advantum Corporate Fin GmbH;Advisory;;Advantum Corporate Fin GmbH;;;0,5000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Ornamental Floriculture And Nursery Products;Consumer Staples;Agriculture & Livestock;;;;31.05.2013;;100;Germany;Consumer Staples;Agriculture & Livestock;Orchideen Roehl GbR, located in Soest, Germany, owns and operates orchid greenhouses.;Energy and Power;Alternative Energy Sources;Biogas Soest Betriebs GmbH & Co KG, located in Vechta, Germany, owns and operates a biogas plant.
2619791040;Biogas Drossdorf GmbH & Co KG-Biogas Plants(3);Biogas Portfolio GmbH;30.11.2013;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Advantum Corporate Fin GmbH;Advisory;;Advantum Corporate Fin GmbH;;;0,5000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;30.11.2013;;100;Germany;Energy and Power;Alternative Energy Sources;Biogas Portfolio GmbH, located in Hamburg, Germany, owns and operates biogas plants.;Energy and Power;Alternative Energy Sources;Three biogas plants of Biogas Drossdorf GmbH & Co KG located in Germany.
2618471040;Global PVQ SE-Operating&Maintenanceder Business;Enovos Future GmbH;09.12.2013;Completed;;Germany;Energy;0,12;-1,17;-1,17;0;;;0,36;EURO;31.12.2012;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Concentro Management AG;Advisory;;Concentro Management AG;;;0,5000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Electric Services;Energy and Power;Power;;;;01.03.2014;;100;Germany;Energy and Power;Power;Enovos Future GmbH, located in Saarbruecken, Germany, provides electric power services.;Energy and Power;Alternative Energy Sources;Operating & Maintenanceder business of Global PVQ SE located in Germany.
